6.749331008814118960e-01,3.386043007446861708e-01
4.041176517759700326e-01,2.490292934155218310e-02
2.454198655964926618e-02,1.897230448193749641e-01
9.386991305722324208e-01,8.406721172893154570e-01
5.843220118815010133e-01,7.875977716753521651e-01
5.878385727140548328e-02,3.751076651180192956e-01
9.415367952828391784e-01,9.651094951281891099e-01
6.630376219710008012e-01,2.524995059820917542e-01
4.495583067635171570e-01,8.590303122107353362e-01
6.948647591343881658e-01,8.516693765754462797e-01
9.903039140338282253e-01,6.367666826263321811e-01
3.969053530516094552e-01,1.418643917997269854e-02
1.284363471936838530e-01,2.001307947343742843e-01
5.944241849246557630e-01,2.808912783043487349e-01
3.373831550218032715e-01,4.491793489694027586e-01
9.401779120253691557e-01,9.241928010006141697e-03
8.771814665385831988e-01,1.379508548922546152e-01
9.306527282139107626e-01,7.483703593903086038e-01
8.408264779127903044e-01,5.411243142099755321e-01
7.725669016672802591e-01,5.407497527604230303e-01
3.285447522976745471e-01,6.608923448888370800e-01
4.553451892881876240e-01,5.817247128726621419e-01
5.298985651842371691e-01,6.764673737192153924e-01
9.643521773771950301e-01,5.598968808962587751e-01
9.417990378609427671e-01,7.724109003645286409e-01
8.908220253506164976e-01,9.626899836271111122e-01
6.744003373048366168e-01,4.006592089712527338e-01
2.465926298714169740e-01,5.629949735290746826e-01
9.563991155975203329e-01,3.801371442246025967e-01
5.488033204843855567e-02,9.200358361959172504e-02
6.803982473210649085e-01,3.692101711197253167e-01
3.775609514939806677e-01,8.711121456139157004e-01
5.296125707624599332e-01,6.479744115208330157e-01
1.298946881712943480e-01,5.208877947144699982e-01
7.469519689319319422e-01,4.874282775994406292e-01
1.231680104753054977e-01,8.842213240695675491e-01
5.960831470305022473e-01,8.808534769624547511e-01
4.424722956196712742e-01,9.697732193937008693e-01
1.496881846798332576e-02,7.319771216230617217e-01
3.748212777229927850e-01,3.230206653297416630e-01
4.038421081654092193e-01,7.295442196321165751e-01
7.751983281469717602e-01,3.123217194879981951e-01
2.997348826749740569e-01,7.001093114805403417e-01
8.805795080802817365e-01,5.382786295330476145e-01
6.536730617386308229e-01,6.895658286705338424e-01
5.938787536981210424e-01,2.419381432565695100e-01
3.342471504866958432e-01,6.759621466471698037e-01
2.167822204533696034e-02,3.731268060626014016e-01
2.694484595498532475e-01,5.708517462248429153e-01
2.596581218231951982e-01,7.013568018554409977e-02
8.870917357968290951e-01,4.197507971333486188e-01
7.029990572042691399e-01,5.261246819522792384e-01
2.937768201962490666e-01,7.512775958708670654e-01
7.514099816399569809e-01,6.496087180310222697e-01
4.174508700648474346e-01,1.328751480364201432e-01
9.891410459915170872e-01,8.034928943319765704e-01
2.848331693936298134e-02,6.064767278002028972e-01
5.340514430958754888e-01,4.489061774198907506e-01
6.593771711715940009e-01,3.166692337249474853e-01
2.057054561134956105e-01,2.819849090597732477e-01
9.858365672679385572e-01,1.638103101168560116e-02
6.919023625195773741e-01,2.479599211160144964e-02
1.826889750760367914e-01,4.614640923010001478e-02
9.602917611782062213e-02,6.812065514504523911e-01
3.190139847194576883e-01,8.232500898524328647e-01
9.385373402359108441e-01,2.740563833407080319e-01
4.627503363152172811e-01,5.869657283818289217e-01
6.171034453418179355e-01,2.969201169481703872e-01
8.639665518771542096e-01,7.771880826396211361e-01
1.652452877229503847e-01,8.083639846142350038e-02
9.820211599960039228e-01,2.440757043807535720e-01
2.349316302729487771e-01,5.977255148310605115e-01
4.138372784583160824e-01,9.511127105495931211e-01
1.576490036371936687e-01,7.500313913180338687e-01
2.491119309810086169e-01,9.396056680911301084e-01
8.021053611781630011e-01,9.175541427030851072e-01
5.668665458363472132e-01,5.135328431279720940e-01
1.398823523260016577e-01,1.151504066290196665e-01
7.282239596645567747e-01,2.731539476669525568e-01
3.506852875643990397e-01,9.072941937926332079e-01
6.912909918213336335e-02,5.601939164100777635e-01
7.333087988060913442e-01,5.552475250153099395e-01
9.267066542237646642e-02,4.694514004909254856e-01
1.555039371321216279e-01,4.256292444099559202e-01
8.632772205918720632e-01,8.286025075698315590e-01
6.293158933005513767e-01,9.136052261228113647e-01
7.194130535192211351e-01,9.516282166283833721e-01
3.407796131072569068e-01,3.403850358731169146e-01
9.639729812764413763e-01,7.739763653106285224e-01
4.687240500088261097e-01,5.929722243013743066e-01
5.515824427819047138e-01,2.319678956497187583e-01
9.633188749476249146e-01,2.189981283066226581e-01
5.929015111756074097e-01,9.548208761232495068e-01
5.083773391008489240e-01,9.321396087760529525e-01
1.620642463586457471e-01,6.364403658338407821e-01
4.445320443910704689e-01,7.508334951088017906e-02
8.125354485636836488e-01,2.346367758544201654e-01
5.140725533989064511e-01,4.924424548765241050e-01
4.025372957717126554e-01,4.443340918885618773e-01
3.689744294325283946e-01,1.810959934745465932e-02
